LSOA21CD,Scenario,Parameter,Unit,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000131,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0
E01000132,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0
E01000133,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000134,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0
E01000135,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000136,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000137,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0
E01000138,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0
E01000139,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0
E01000140,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0
E01000141,ICE Ban,PHEV vans,Number,0,0,0,0,1,2,1,1,3,4,6,7,8,8,8,8,7,7,6,6,5,4,3,3,2,1,1,1,1
E01000142,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000143,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
E01000144,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0
E01000145,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
E01000146,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,3,1,1,1,1,1,1,0,0,0,0,0
E01000147,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,2,1,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0
E01000150,ICE Ban,PHEV vans,Number,0,0,0,0,0,1,1,1,2,4,5,6,7,7,7,6,6,6,5,5,4,3,3,2,2,1,1,1,1
E01000151,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
E01000152,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000153,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0
E01000154,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
E01000156,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0
E01000157,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0
E01000158,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0
E01000159,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,2,1,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0
E01000160,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0
E01000161,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,2,0,0,0
E01000162,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0
E01000163,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0
E01000164,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,3,4,4,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0
E01000165,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,3,4,4,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0
E01000166,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000167,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0
E01000168,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000169,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,0,0,0,0
E01000170,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0
E01000171,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,3,4,4,4,4,3,3,3,3,2,2,2,1,1,1,1,0,0
E01000172,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000173,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0
E01000174,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0
E01000175,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0
E01000176,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0
E01000177,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0
E01000178,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0
